,price,area,bedrooms,bathrooms,year_built,renovated,distance_to_metro,community_score,days_on_market,sold_fast,prob
34,128.0,102.31958845150992,4.0,3.0,1976,0,2.0232335758936784,4.135417465449672,45.30641504629257,0,0.3703672796947411
35,184.0,112.57944585441783,4.0,2.0,1984,1,0.5318309562604532,6.687155968126781,27.364571830473814,1,0.7796353810615586
36,118.0,87.7210508469025,3.0,2.0,2017,0,2.8058566547372,7.8841560592436455,20.710818588241406,0,0.8731296261125249
37,52.0,73.19687046074944,2.0,1.0,1964,0,1.5933487083470323,6.924003737926205,29.671594085645165,1,0.7374662329964472
38,73.0,73.51037568617521,2.0,1.0,1999,0,2.1999597021299393,8.506357327361021,3.0,1,0.9758729785823308
39,166.0,103.01185575649401,3.0,2.0,2009,0,1.4722195532966205,8.466166008568944,22.96846167283222,1,0.8459461948611166
40,154.0,104.86508342406884,4.0,3.0,2009,0,0.32203733594457584,5.84972364973529,38.32684302411391,0,0.5417316150005783
41,96.0,100.8630853661039,3.0,2.0,1997,0,0.9277905231080915,7.9887911816004165,21.577399425359207,1,0.8632157812432644
42,59.0,76.68980585422611,2.0,1.0,2007,0,1.7454442725930779,5.8088048113261115,3.0,1,0.9758729785823308
43,100.0,94.6432264613344,3.0,2.0,2016,0,0.6348031687866382,7.0648185293857075,14.199498361826988,1,0.9295665535323024
44,129.0,92.33371618281457,3.0,2.0,2007,1,0.688974629364917,7.787353899169145,3.0,1,0.9758729785823308
45,52.0,94.37377193458026,3.0,2.0,1967,0,0.8087110830323939,5.997660482487301,36.61638415141456,1,0.5837924774919472
46,205.0,107.4285755589638,4.0,3.0,1975,1,2.0345665379020224,7.944311422677258,13.93986717493916,1,0.9312475830348473
47,111.0,94.47191097549364,3.0,2.0,1978,1,0.5125759854978594,6.393573104617716,29.686262873666514,1,0.7371821319911215
48,100.0,103.57827126143789,4.0,3.0,1981,0,2.5658945078914237,6.303162967105182,9.375372236417295,1,0.9553175408282533
49,74.0,91.35158138977783,4.0,3.0,1982,0,3.039273878646899,7.8479811802476585,25.060098040994067,1,0.816676423950608
50,128.0,95.78238797379969,4.0,2.0,1973,0,1.1781866310469202,5.996832467579898,26.530959883775303,1,0.7936230110565999
51,146.0,102.6257645167708,3.0,2.0,2002,1,1.30689407962241,5.935797436764286,62.492894702169565,0,0.09541077136168545
52,50.0,60.85688360288667,2.0,1.0,1966,0,1.5362993774448421,8.249387248036099,26.450443250687833,0,0.7949386395224907
53,101.0,83.60657567285398,3.0,3.0,2008,0,0.9834580253888483,7.13026858230992,33.97401990623442,1,0.6462504646541909
54,83.0,80.5925469141441,2.0,1.0,2000,0,1.8952396266491478,5.255056605636046,58.90605827467017,0,0.1311754088096738
55,83.0,77.22244303513315,2.0,2.0,2019,0,2.693509434943403,8.026769654065852,22.079970005098225,0,0.857172674581432
56,71.0,84.49715497546633,3.0,2.0,1960,1,1.509584576767657,6.512078521307866,9.968618451472283,1,0.9527156969955062
57,112.0,119.89882622468792,4.0,2.0,1978,1,3.937449188779678,5.316383992526242,28.04828526311776,1,0.767664702019108
58,50.0,72.68337768613513,2.0,1.0,2015,0,1.0270704588313233,3.9912219866060323,32.95268843402912,1,0.6692358945214869
59,128.0,109.36556709182962,3.0,2.0,1990,0,2.23354370593408,8.08409715643889,3.0,1,0.9758729785823308
60,69.0,56.34260456768391,2.0,1.0,1994,0,0.9044148739279971,5.9680983206661145,19.59532767467382,1,0.8849808359953647
61,113.0,83.3022994002845,3.0,2.0,1961,0,1.3782306407839,5.5073862744417985,31.56113091461741,0,0.6992832118206899
62,111.0,93.25506130210012,4.0,3.0,2007,0,0.41381963513019504,7.76728339646319,10.464371064053584,1,0.9504316108499863
63,122.0,101.72444662718556,3.0,2.0,1975,0,1.8641135025616913,7.966949915570624,3.0,1,0.9758729785823308
64,125.0,104.2245315958571,3.0,2.0,2019,1,2.4243317048036044,6.055476401686445,20.55566268824715,1,0.8748384273679507
65,194.0,105.8669447039985,4.0,3.0,1983,0,1.170813922704247,8.095168791527174,3.0,1,0.9758729785823308
66,153.0,83.02549855503125,3.0,2.0,1971,1,1.3084379831026132,9.465871505335754,30.69402716484916,0,0.7171964456566499
67,136.0,80.75296414670865,3.0,2.0,1996,0,0.9154768477209205,8.615995925165317,9.204941439702548,1,0.9560394213776698
68,170.0,107.15951762514308,5.0,3.0,1989,0,1.2524920299976166,8.429268514236346,3.0,1,0.9758729785823308
69,86.0,86.1739135023677,2.0,1.0,1989,0,1.9656777200375222,7.376954946559036,15.363538540471545,1,0.9215536573659848
70,70.0,64.48627353324156,3.0,2.0,2018,0,1.7026845068915728,6.467538153365293,33.78728972471547,0,0.6505075687193871
71,50.0,67.33425571993038,2.0,1.0,1982,0,1.246849365000531,6.932936736523893,16.847151554271214,1,0.9101350366923537
72,91.0,71.61095427996777,2.0,2.0,1984,1,0.8671594613605427,7.5288899243953145,3.0,1,0.9758729785823308
73,166.0,99.94321488107528,4.0,3.0,1998,1,2.28522380448844,5.49098564961412,18.995510863920916,1,0.890946803173975
74,179.0,92.8485147214113,4.0,3.0,1970,1,0.9412582908226064,6.076741710872248,17.86188260449037,1,0.9014829712840711
75,104.0,103.80970708135537,3.0,1.0,2011,0,0.4462484787243173,5.286699828420899,18.03981001942203,1,0.8998914455296818
76,86.0,81.45494707326931,3.0,3.0,1974,0,1.488529558370038,7.282223946749696,3.0,1,0.9758729785823308
77,58.0,93.17079382153429,2.0,1.0,1974,0,0.2569266265900442,7.099664706874644,9.198683423899094,1,0.9560657150905431
78,149.0,102.51180787934673,3.0,3.0,1960,1,1.6526070100695547,6.216749601437664,3.0,1,0.9758729785823308
79,145.0,83.81306920559523,3.0,2.0,1981,1,1.7418710771726016,7.984599046455689,26.66342843131403,1,0.7914449279838621
80,145.0,99.13550475114823,3.0,2.0,1996,0,0.8106859404979629,5.74647956088603,43.96020035772253,0,0.4022689435266281
81,130.0,76.76148117866697,2.0,1.0,2003,1,0.9090731514604835,6.172198311787312,3.0,1,0.9758729785823308
82,121.0,82.73892306869857,3.0,2.0,2015,0,2.5142469999470567,7.936631781895007,10.607437060653321,1,0.9497532475256273
83,66.0,82.36524212003341,2.0,1.0,2008,0,4.735931481020944,8.114578936151364,17.509095882987367,1,0.9045720470006106
84,81.0,66.08320708821921,2.0,1.0,1979,0,1.363986657554836,6.045128556749388,21.740803598428176,1,0.8612749219657211
85,111.0,99.73944961571164,4.0,2.0,2011,0,0.8245277494962903,7.2784511256918885,20.741838187674045,1,0.8727856108278051
86,94.0,80.61195319594552,2.0,2.0,1972,1,1.7531984803129352,6.065431311065162,23.91469477021341,0,0.8332072688988811
87,159.0,90.24988237455375,3.0,2.0,1972,1,1.2096645407733462,6.763192559707235,24.401789953237095,0,0.8263276668170743
88,89.0,99.61493317811818,3.0,3.0,1982,0,1.6695739319226062,7.172604872981876,41.90652132200779,0,0.45248081636771587
89,110.0,98.93062352059889,4.0,2.0,1993,0,1.491958487394073,7.672439438579121,18.394364408120193,1,0.8966517837603881
90,152.0,103.30770217945573,4.0,3.0,1972,0,1.5197394271454487,7.381070816191731,3.7196475782293703,1,0.9741192742499867
91,121.0,88.03029030981153,3.0,2.0,2015,0,0.17386647734254124,7.327794808648291,3.0,1,0.9758729785823308
92,97.0,81.53403375911692,3.0,2.0,1976,0,0.9068166858609689,5.705801995471593,48.21832655748352,0,0.3053747764824814
93,135.0,88.40563578187202,3.0,2.0,1984,0,0.8378772529315944,7.465931967168998,26.049953869298292,1,0.8013899993505939
94,89.0,56.2533113208394,3.0,2.0,1997,0,0.8281507102705888,7.661278421435559,15.88626237253569,1,0.9176905081057722
95,68.0,61.057750551538255,1.0,1.0,1986,0,2.0714352975148453,7.826721436104559,21.570572368846406,1,0.8632963712455991
96,55.0,63.546007752911954,3.0,2.0,1985,0,0.4855920673649847,6.136575784634935,18.04678988618268,1,0.8998285485682249
97,115.0,70.05506344797037,2.0,1.0,2021,1,0.17492948638345107,8.098702739900329,9.087304459463017,1,0.9565311827927051
98,178.0,97.99548453446873,4.0,3.0,1987,0,0.8130131834691623,5.41931816586781,27.24990229284744,1,0.7815991317868962
99,116.0,71.89041889279878,3.0,2.0,1967,0,0.6799540248886025,6.483018215147141,36.615940535047166,0,0.5838032563900583
100,62.0,82.4367489192122,2.0,1.0,2005,0,1.3709524742635728,6.669377101247003,9.347212388645351,1,0.9554375897749259
101,178.0,115.98456595572131,4.0,2.0,2003,1,0.6757269251098039,5.4851091249960415,10.4113219672594,1,0.9506809360336096
102,90.0,82.87472057877149,3.0,2.0,1973,0,1.0776164095443164,6.651146786194235,3.0,1,0.9758729785823308
103,147.0,104.75031136934173,4.0,3.0,2012,0,0.9599358005467477,7.265777097213761,17.52825374799352,1,0.9044065452897568
104,99.0,71.32764639980246,2.0,1.0,1984,1,3.0587180134339462,4.8090733817999975,47.98531023244243,1,0.3103398349034619
105,161.0,85.8912488426474,3.0,2.0,1969,1,0.6908498010839579,6.526373939474985,10.25454403630087,1,0.951410843673378
106,64.0,70.99955890178838,3.0,2.0,1970,0,1.9854261408400327,4.901918881284011,8.037158698850018,1,0.9606942027438995
107,145.0,83.21933848198876,3.0,3.0,2004,0,1.2406741739861822,9.449846541180333,15.369151991258352,1,0.9215130667148603
108,154.0,106.80616274914792,3.0,2.0,1973,1,2.552021652511937,7.254989460320781,10.45038903100113,1,0.9504974406447736
109,50.0,55.45359153615303,1.0,1.0,1989,0,3.692224466118618,7.150995140597209,46.12119527156209,1,0.35157585686052895
110,84.0,98.68847287091715,3.0,2.0,2005,0,1.2259325286832816,7.278488093990969,31.913522792643725,1,0.6918212669515671
111,166.0,94.75471204664555,4.0,3.0,2012,0,0.2655339042014246,7.725424756720999,3.0,1,0.9758729785823308
112,121.0,78.11700088606412,3.0,2.0,1990,0,0.48881665995697016,8.173785819801434,9.461183179203973,1,0.9549498142820743
113,67.0,61.07884291223091,2.0,1.0,2016,0,0.38639237267367676,5.123735285422404,10.181089576746437,1,0.9517492870499281
114,90.0,91.4425901542774,3.0,2.0,1978,0,0.9108157365850431,8.572213116912108,3.0,1,0.9758729785823308
115,157.0,79.41014581872395,3.0,2.0,2014,0,0.7986371044753788,8.494990352820706,14.463845943317526,1,0.9278160256572356
116,97.0,94.65352422709408,3.0,2.0,1975,0,1.5458433572616261,6.92038406697095,32.438211218043584,1,0.6805235526039357
117,67.0,90.43704291046886,3.0,2.0,1963,0,2.418301323898432,6.857525571180161,19.743234788820228,1,0.883466698985116
118,161.0,122.03557782641832,4.0,3.0,2004,1,0.23669598764599106,3.276687044051113,23.804346622288612,1,0.8347351758522703
119,87.0,85.21288745053951,2.0,1.0,2006,0,1.312829243960885,5.507210605358093,3.0,1,0.9758729785823308
120,106.0,69.5300501475627,2.0,2.0,2017,0,0.707444588114087,7.622619131515789,4.2127195656563785,1,0.9728467030001481
121,112.0,93.58551269912633,3.0,2.0,2017,0,1.3474489296797056,8.440740959571869,21.546429009238125,0,0.8635810510701484
122,112.0,94.3999336794353,3.0,2.0,1966,0,0.9138621504628825,7.8746043065401565,3.0,1,0.9758729785823308
123,157.0,117.18375150480873,4.0,3.0,1998,0,2.1439365004883193,6.909141921066053,47.85173483212726,1,0.31320595452260447
124,166.0,106.70222491829156,4.0,3.0,2003,0,0.5209593821760111,9.311047240682134,3.0,1,0.9758729785823308
125,146.0,97.13742118299018,4.0,2.0,1997,1,0.7461245206897251,8.206210667640566,10.342508710916695,1,0.9510025798646855
126,154.0,119.26605782439124,4.0,3.0,1961,0,1.1615778745565353,6.527408297506113,20.305449345191143,1,0.8775525697982989
127,107.0,66.22473891354298,2.0,1.0,1962,1,0.9915621243068181,9.618532782344097,3.0,1,0.9758729785823308
128,120.0,77.20496934500504,2.0,2.0,2001,1,1.156087202820555,5.684599318352079,25.689059707413172,1,0.8070717209646711
129,72.0,71.4684811718895,3.0,2.0,2013,0,0.3016141611547578,5.2337917353550525,12.150574085733286,1,0.9418567057298356
130,50.0,82.20380393688464,3.0,2.0,1971,0,3.3269242337524703,6.494673535451293,12.222128463846882,1,0.9414636138290303
131,77.0,62.46627704887382,2.0,1.0,1962,1,0.8583066282018983,6.089631786375298,3.0,1,0.9758729785823308
132,137.0,102.70301893628809,3.0,2.0,1985,0,0.5532697124742797,6.562082062615722,41.52623680303306,1,0.46191797475976726
133,154.0,85.55554605802453,3.0,2.0,1979,1,1.1824438762288076,7.957708835681339,11.316729217809883,1,0.9462583375562778
134,117.0,60.58387410994684,2.0,2.0,2020,1,1.3213163627494624,6.959224514074386,29.67095036061873,1,0.7374786959525323
135,50.0,69.68841837584917,2.0,1.0,2017,0,4.311592543064257,6.990043878856258,35.48230354958223,0,0.6110599004407794
136,121.0,96.2702769490039,4.0,2.0,1994,1,2.6872881623458342,7.070577779450685,34.976016691425436,1,0.6230227821019657
137,133.0,106.76253135788762,4.0,2.0,2018,0,0.9755049929463738,4.225209408430256,26.497067366758735,0,0.7941775690279402
138,141.0,129.93461783383572,5.0,3.0,1974,0,3.817382725843599,5.181687390498319,21.757526439033672,1,0.8610749960062806
139,227.0,148.2772493201466,6.0,4.0,2021,0,3.3320154033689273,6.537626481484694,53.66358900392695,0,0.20320875786758452
140,110.0,98.28818866551993,3.0,3.0,1987,0,0.557999864902545,5.988485438382715,24.125820089349034,1,0.8302525223324854
141,101.0,70.20923759936272,4.0,3.0,1989,1,4.972043564157023,6.721855015424659,20.266670102365012,1,0.8779686587696152
142,102.0,47.359074385373816,1.0,1.0,1963,1,0.8708121591189601,8.684954055529708,12.282446141623806,1,0.9411303173513419
143,129.0,95.35422924687671,3.0,2.0,1971,0,1.4395286173303705,6.910660603128163,27.61003704621419,1,0.7753892566314067
144,50.0,73.74117809379348,2.0,2.0,1972,0,2.995882039756724,5.4133981387324175,38.38388124405123,1,0.5403152595713512
145,124.0,81.6928547964063,3.0,2.0,1990,0,0.23802060751635606,6.048280255282392,6.658031358255913,1,0.9655835127246792
146,73.0,77.75806401880384,3.0,2.0,1971,0,1.1567901042891182,9.052691090790704,20.21121855981293,0,0.8785615207986672
147,85.0,87.1841822716723,3.0,2.0,1966,0,1.607320686293333,8.838992765750818,9.548125443112921,1,0.9545742999102595
148,136.0,111.31960461575287,5.0,3.0,1997,0,2.6196036791217634,7.715052922778659,40.65946934207338,0,0.483519238915205
149,142.0,93.14097134890689,3.0,2.0,2014,1,1.2737106288711952,5.125020315165604,39.07680741330982,0,0.5230634364847292
150,105.0,86.82730325922623,3.0,2.0,1964,0,0.24144080469578225,7.368165922124979,23.802670163148257,1,0.8347583017042919
151,52.0,69.28692494348377,2.0,1.0,1994,0,4.290170475366403,7.460436518980842,22.27487280609516,1,0.8547698740132831
152,76.0,56.50634110591286,2.0,1.0,2019,0,1.3086364919452116,7.030648250068288,27.2081097309269,1,0.7823116992406542
153,78.0,80.27384181853338,3.0,2.0,1985,0,1.653129779385687,6.315986733268769,38.37763542229825,0,0.5404703860580206
154,102.0,88.92434898363359,3.0,3.0,1971,0,0.3366420510083491,6.564842747356307,26.7066141146706,0,0.7907312085293028
155,135.0,125.35859827159766,4.0,3.0,1964,0,3.2343942604955753,6.232342111375513,37.19809333812738,0,0.5695929676752627
156,102.0,92.60549042945772,4.0,2.0,2018,0,0.8810763422021634,5.625911249969171,35.155748450321965,1,0.6187922647893355
157,192.0,109.65479022046115,4.0,3.0,1985,1,0.7096803233602187,8.639185402561893,3.0,1,0.9758729785823308
158,54.0,80.01408802921696,2.0,1.0,1966,0,2.7614496858777935,8.058776554035635,37.74502588754045,1,0.5561366792768385
159,75.0,66.30112467165951,2.0,2.0,2013,0,0.3767250575260179,6.6580846689000275,3.0,1,0.9758729785823308
160,89.0,70.69766475535256,2.0,1.0,2009,1,1.6706276737373082,7.422613970041323,9.868748323580997,1,0.9531635682453546
161,87.0,75.49547870928494,3.0,2.0,2003,0,0.6913529612062037,7.467641068468642,6.9211043902785585,1,0.9646984795545068
162,202.0,132.56939464870328,5.0,3.0,1965,1,1.8153078820177164,9.811460269691274,3.0,1,0.9758729785823308
163,112.0,73.57226641551227,3.0,2.0,1965,0,2.166520073384413,8.047082417098846,23.091874877184456,1,0.844330983262279
164,161.0,106.7697840747269,3.0,2.0,1973,0,0.8558664618796951,8.001723542473725,3.0,1,0.9758729785823308
165,50.0,71.94145643825948,3.0,2.0,1969,0,3.1081212479916136,7.045577215683202,53.36684855797676,0,0.20805576144990867
166,137.0,108.63146025748489,3.0,2.0,1992,0,1.3104324086538615,6.478691249907789,5.149958476926734,1,0.9702580670951787
167,137.0,97.69901932211727,3.0,1.0,1984,1,4.331885962996437,8.659252303193938,4.345528653901283,1,0.9724936627277855
168,71.0,86.86724204683819,2.0,1.0,2007,0,2.7849135069263617,7.7827265410794215,3.0,1,0.9758729785823308
169,132.0,89.18474947729132,2.0,2.0,1966,1,1.4233498003522778,6.004549655134721,22.7313893387972,1,0.8490104756906988
170,161.0,76.90424609141219,3.0,2.0,2005,1,1.4155872488362844,7.544639865207806,30.1405779269452,1,0.7282856876651004
171,150.0,98.9214440296416,4.0,2.0,2017,1,0.41462776556724945,8.004863306104975,15.4075647800285,1,0.9212347893265949
172,101.0,80.9003303931844,3.0,2.0,1968,1,2.7589171005652853,4.485002852448567,51.679085189294774,0,0.23723323734660812
173,110.0,65.48788472465503,2.0,1.0,2000,0,0.7891090066934714,5.8931358488984,11.165002767569968,1,0.9470247158141756
174,60.0,64.44124851360762,3.0,3.0,1991,0,1.5393769162230595,7.435317791247888,23.745007313223766,1,0.8355521504868386
175,79.0,93.45175835444239,2.0,1.0,1965,1,4.306408309991325,4.690646435405493,28.002618192472216,1,0.7684782040359815
176,116.0,121.58182512820869,4.0,2.0,1978,0,3.0690683677718846,4.880642600937648,41.777438948164544,1,0.4556806462838494
177,136.0,93.19983227146876,3.0,2.0,2008,0,0.5906696321316852,6.675445911526887,38.09893203124982,1,0.5473840777099453
178,131.0,87.62723347780235,3.0,1.0,2013,0,1.3159660720862965,7.589853110913931,3.0,1,0.9758729785823308
179,95.0,95.71652279205085,3.0,2.0,1982,0,1.655990960149195,7.645340448281342,46.64565671839168,0,0.33971474369504556
180,145.0,116.1200348341365,3.0,2.0,1966,1,3.3256884040889307,8.898879463229752,12.012962995099626,1,0.9426057343089099
181,50.0,94.38765002727713,2.0,2.0,1975,0,2.999827595149913,7.098716665467399,3.0,1,0.9758729785823308
182,107.0,81.78145538332525,2.0,1.0,2012,0,1.972695751119298,6.552816575847374,14.317254068190428,1,0.9287916658568511
183,153.0,112.12577420119777,4.0,3.0,1995,1,1.8415713351249279,5.431168496613703,27.928288005088746,1,0.7697980427197139
184,127.0,98.57512876923226,4.0,3.0,1986,0,1.2976498658689002,6.538446860287557,13.685491116989805,1,0.9328584807678478
185,169.0,120.71511983991984,3.0,2.0,1960,1,1.6209452676293257,7.849035169596073,3.0,1,0.9758729785823308
186,123.0,93.66468874443812,3.0,2.0,2008,0,1.0752895850790363,7.9032666441845425,17.420077713100923,1,0.9053377023216675
187,74.0,65.51061936559,2.0,1.0,1988,0,2.3104717970173114,7.317542808074191,8.111196361392716,1,0.9604136746614104
188,79.0,62.6368160150867,2.0,2.0,1993,0,1.9109904164019984,7.65653792235366,25.91163800328414,1,0.8035823168754002
189,155.0,123.01855864462499,3.0,2.0,2012,0,2.6913637603499883,8.53166027088951,6.464609945618783,1,0.9662205341403166
190,138.0,124.47331441566594,3.0,2.0,1994,0,2.639935699787992,7.0903262117439505,61.71432167992195,0,0.10234538406281833
191,91.0,86.40961573434798,2.0,2.0,2017,0,0.7859570007607313,8.64078260530028,15.627617824193187,1,0.9196231832934261
192,98.0,82.33625357728025,3.0,2.0,1994,0,0.12747234426250073,6.128023792840785,21.504953730928776,1,0.864068930024381
193,150.0,119.22888584484404,3.0,2.0,1981,0,0.7357753412966248,6.912050746551412,31.612965547042627,1,0.6981920763498861
194,51.0,67.85908635913025,2.0,1.0,2017,0,1.61184404429156,6.423000124167496,3.0,1,0.9758729785823308
195,78.0,72.10545962088347,3.0,2.0,1999,0,1.0766029153480676,7.95124615808681,3.7790759402943648,1,0.9739690270223715
196,134.0,102.86653589378089,3.0,2.0,2007,1,1.0418052742446058,5.782618664090261,46.28270600392753,1,0.3479027772593554
197,124.0,82.1078975428082,3.0,2.0,1974,1,0.6982782977906936,6.613881429395811,8.204982351170923,1,0.9600555636682602
198,160.0,89.89756266559857,4.0,2.0,2001,1,1.7795772289752603,4.768388211012816,29.2172472676241,1,0.7461674560727811
199,120.0,86.73114202950975,3.0,2.0,1994,0,0.2493188666796912,7.713251302683834,6.31679338728344,1,0.9666996732196534
200,51.0,96.75149097597867,3.0,2.0,1966,0,1.9616031999892631,8.496148330870579,31.316558751711057,1,0.7044010280427493
201,165.0,118.14963722627434,5.0,3.0,1975,0,1.9874382936138042,8.092849541560115,19.19925763483327,0,0.8889513618943943
202,132.0,91.81169813803491,3.0,2.0,2016,1,2.6509555035083725,7.975153136163733,3.0,1,0.9758729785823308
203,150.0,102.87877586553716,4.0,3.0,1995,1,7.783566734851224,8.007280475175937,75.66335806846415,0,0.027482575501054433
204,62.0,48.996557979379546,2.0,1.0,2008,0,0.10801975062783278,7.839632594123806,3.0,1,0.9758729785823308
205,71.0,89.02563196139764,3.0,2.0,1970,0,1.9248447880739794,7.737274747007295,13.53556864198869,1,0.9337914263905377
206,106.0,73.13539459414258,3.0,2.0,1973,1,2.199988491728495,7.814696149154352,3.0,1,0.9758729785823308
207,64.0,65.62373879152744,2.0,1.0,2018,0,0.7373722431364507,6.21318144411093,6.642832209656634,1,0.9656339867966195
208,89.0,72.43695266142498,3.0,2.0,1986,0,1.1371008921081287,6.759767867776184,3.0,1,0.9758729785823308
209,90.0,83.31753118598375,3.0,2.0,2014,0,0.8911607985943958,7.084291912850215,7.926567883007067,1,0.9611096820407631
210,139.0,108.31805084712026,4.0,2.0,2010,1,2.0132119102180357,6.597153833560584,34.610843921748426,0,0.631560124441678
211,66.0,63.47214564520872,2.0,2.0,1980,0,2.8511729314100602,5.120428436758193,3.0,1,0.9758729785823308
212,134.0,90.61262985188834,3.0,2.0,2018,0,0.4703759868249968,5.517989215727275,45.48693827364691,0,0.3661675040844143
213,93.0,80.31661133332842,2.0,1.0,2008,0,1.7959837214669758,7.275971338028168,35.31331586293839,1,0.6150685393892081
214,56.0,83.44653811276078,3.0,2.0,1967,0,3.2580605492663643,8.086931090466301,24.716742056522932,1,0.8217612258764625
215,154.0,110.05515650609209,4.0,3.0,1965,1,0.7843281422499071,7.011210290991648,16.25708494426228,1,0.9148457773850502
216,143.0,100.76230874007852,3.0,2.0,1967,1,0.6291571144323123,10.0,3.0,1,0.9758729785823308
217,157.0,116.74796214885487,4.0,2.0,2005,0,0.5665588408264887,5.896285083813676,48.71926306505633,1,0.2948536358347178
218,96.0,86.90988641500199,4.0,3.0,1968,0,0.6594571524756796,7.533930570478837,3.0,1,0.9758729785823308
219,121.0,76.08114776658594,3.0,2.0,1977,1,4.256874061910273,8.54944313277933,28.172892597939303,0,0.7654348519683243
220,141.0,85.52282366239001,4.0,3.0,1986,1,4.916102297306796,8.278812545398694,12.061033829758077,1,0.9423451163051225
221,115.0,94.84993582542444,3.0,2.0,1968,0,3.5436419948228,7.786080234129542,38.013646307650795,1,0.5494962056633853
222,111.0,93.53146716907422,2.0,1.0,1980,0,1.0587782568664263,8.284304768610532,3.592850675482765,1,0.9744370263454437
